* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:36:30 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 Blue L
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
16.696936 88.132 -128.4397
16.817928 88.157 -128.8222
16.939798 88.182 -129.2042
17.062551 88.206 -129.5859
17.186193 88.230 -129.9667
17.310732 88.254 -130.3460
17.436172 88.278 -130.7240
17.562521 88.301 -131.1003
17.689787 88.324 -131.4746
17.817974 88.346 -131.8469
17.947090 88.369 -132.2175
18.077143 88.391 -132.5862
18.208138 88.414 -132.9531
18.340080 88.436 -133.3186
18.472980 88.458 -133.6826
18.606844 88.480 -134.0453
18.741676 88.502 -134.4072
18.877487 88.523 -134.7680
19.014280 88.545 -135.1279
19.152065 88.566 -135.4871
19.290850 88.587 -135.8453
19.430639 88.607 -136.2023
19.571442 88.627 -136.5583
19.713264 88.646 -136.9125
19.856115 88.665 -137.2643
20.000000 88.684 -137.6140
20.144928 88.701 -137.9599
20.290907 88.719 -138.3018
20.437943 88.735 -138.6392
20.586044 88.752 -138.9707
20.735220 88.767 -139.2964
20.885475 88.783 -139.6162
21.036821 88.799 -139.9292
21.189262 88.816 -140.2370
21.342808 88.833 -140.5411
21.497467 88.850 -140.8411
21.653246 88.869 -141.1422
21.810154 88.888 -141.4438
21.968201 88.908 -141.7499
22.127390 88.928 -142.0634
22.287735 88.948 -142.3840
22.449242 88.968 -142.7148
22.611917 88.988 -143.0551
22.775772 89.006 -143.4023
22.940815 89.022 -143.7576
23.107054 89.036 -144.1139
23.274498 89.048 -144.4713
23.443153 89.058 -144.8242
23.613033 89.066 -145.1693
23.784142 89.073 -145.5058
23.956491 89.080 -145.8303
24.130091 89.086 -146.1446
24.304947 89.092 -146.4499
24.481071 89.099 -146.7472
24.658470 89.107 -147.0421
24.837156 89.116 -147.3345
25.017136 89.126 -147.6300
25.198421 89.136 -147.9280
25.381020 89.146 -148.2301
25.564941 89.156 -148.5358
25.750195 89.166 -148.8430
25.936790 89.175 -149.1515
26.124741 89.184 -149.4588
26.314051 89.193 -149.7652
26.504732 89.203 -150.0709
26.696796 89.212 -150.3765
26.890253 89.221 -150.6847
27.085112 89.231 -150.9959
27.281382 89.240 -151.3123
27.479073 89.249 -151.6322
27.678198 89.256 -151.9557
27.878765 89.262 -152.2782
28.080786 89.267 -152.5981
28.284271 89.271 -152.9102
28.489231 89.274 -153.2135
28.695675 89.276 -153.5063
28.903616 89.279 -153.7894
29.113064 89.283 -154.0658
29.324028 89.287 -154.3383
29.536524 89.293 -154.6104
29.750557 89.298 -154.8844
29.966141 89.304 -155.1612
30.183289 89.309 -155.4394
30.402010 89.313 -155.7172
30.622314 89.317 -155.9913
30.844217 89.320 -156.2598
31.067726 89.324 -156.5217
31.292856 89.327 -156.7785
31.519617 89.331 -157.0329
31.748020 89.337 -157.2879
31.978081 89.342 -157.5476
32.209808 89.348 -157.8129
32.443211 89.352 -158.0843
32.678310 89.356 -158.3587
32.915108 89.359 -158.6341
33.153625 89.360 -158.9058
33.393871 89.361 -159.1728
33.635857 89.362 -159.4341
33.879597 89.363 -159.6918
34.125103 89.364 -159.9486
34.372387 89.365 -160.2068
34.621464 89.366 -160.4684
34.872345 89.366 -160.7323
35.125042 89.366 -160.9971
35.379574 89.364 -161.2585
35.635948 89.362 -161.5141
35.894180 89.359 -161.7623
36.154285 89.357 -162.0030
36.416275 89.356 -162.2395
36.680161 89.355 -162.4747
36.945961 89.355 -162.7120
37.213688 89.356 -162.9542
37.483353 89.356 -163.2012
37.754974 89.356 -163.4521
38.028561 89.355 -163.7048
38.304131 89.352 -163.9559
38.581699 89.350 -164.2034
38.861279 89.346 -164.4458
39.142883 89.342 -164.6826
39.426529 89.339 -164.9146
39.712231 89.336 -165.1437
40.000000 89.333 -165.3719
40.289856 89.331 -165.6013
40.581814 89.328 -165.8332
40.875885 89.325 -166.0671
41.172089 89.321 -166.3012
41.470440 89.317 -166.5332
41.770950 89.312 -166.7613
42.073643 89.307 -166.9849
42.378525 89.303 -167.2054
42.685616 89.298 -167.4253
42.994934 89.294 -167.6458
43.306492 89.289 -167.8674
43.620308 89.284 -168.0885
43.936401 89.278 -168.3071
44.254780 89.273 -168.5220
44.575470 89.267 -168.7337
44.898483 89.261 -168.9440
45.223835 89.255 -169.1540
45.551544 89.250 -169.3640
45.881630 89.243 -169.5731
46.214108 89.237 -169.7805
46.548996 89.230 -169.9866
46.886307 89.223 -170.1923
47.226067 89.216 -170.3983
47.568283 89.208 -170.6026
47.912983 89.199 -170.8017
48.260181 89.190 -170.9930
48.609894 89.182 -171.1779
48.962143 89.174 -171.3611
49.316940 89.168 -171.5483
49.674313 89.162 -171.7420
50.034271 89.156 -171.9415
50.396843 89.150 -172.1456
50.762039 89.143 -172.3562
51.129883 89.136 -172.5778
51.500389 89.126 -172.8100
51.873581 89.113 -173.0416
52.249481 89.095 -173.2514
52.628101 89.076 -173.4212
53.009464 89.061 -173.5516
53.393593 89.053 -173.6675
53.780506 89.050 -173.8036
54.170223 89.050 -173.9800
54.562763 89.046 -174.1873
54.958145 89.037 -174.3953
55.356396 89.025 -174.5785
55.757530 89.014 -174.7367
56.161572 89.007 -174.8936
56.568542 89.002 -175.0729
56.978462 88.994 -175.2753
57.391350 88.981 -175.4780
57.807232 88.965 -175.6556
58.226128 88.949 -175.8031
58.648056 88.936 -175.9372
59.073048 88.927 -176.0800
59.501114 88.917 -176.2404
59.932281 88.906 -176.4110
60.366577 88.893 -176.5802
60.804020 88.880 -176.7443
61.244629 88.867 -176.9060
61.688435 88.854 -177.0670
62.135452 88.841 -177.2249
62.585712 88.828 -177.3802
63.039234 88.818 -177.5414
63.496040 88.807 -177.7183
63.956161 88.793 -177.9070
64.419617 88.775 -178.0851
64.886421 88.754 -178.2286
65.356621 88.737 -178.3359
65.830215 88.725 -178.4321
66.307251 88.716 -178.5470
66.787743 88.708 -178.6883
67.271713 88.696 -178.8409
67.759193 88.682 -178.9854
68.250206 88.667 -179.1154
68.744774 88.653 -179.2364
69.242928 88.639 -179.3575
69.744690 88.626 -179.4852
70.250084 88.610 -179.6165
70.759148 88.593 -179.7351
71.271896 88.576 -179.8278
71.788361 88.565 -179.9117
72.308571 88.558 179.9715
72.832550 88.548 179.8087
73.360321 88.529 179.6502
73.891922 88.507 179.5529
74.427376 88.494 179.4976
74.966705 88.491 179.4012
75.509949 88.486 179.2228
76.057121 88.468 179.0228
76.608261 88.443 178.8831
77.163399 88.423 178.8018
77.722557 88.408 178.7170
78.285767 88.395 178.6045
78.853058 88.379 178.4901
79.424461 88.363 178.3862
80.000000 88.348 178.2764
80.579712 88.332 178.1585
81.163628 88.314 178.0521
81.751770 88.298 177.9589
82.344177 88.283 177.8583
82.940880 88.267 177.7445
83.541901 88.249 177.6368
84.147285 88.231 177.5460
84.757050 88.215 177.4588
85.371231 88.199 177.3654
85.989868 88.182 177.2711
86.612984 88.165 177.1819
87.240616 88.149 177.0939
87.872803 88.132 177.0042
88.509560 88.115 176.9168
89.150940 88.098 176.8334
89.796967 88.080 176.7509
90.447670 88.063 176.6700
91.103088 88.046 176.5952
91.763260 88.029 176.5222
92.428215 88.013 176.4428
93.097992 87.996 176.3594
93.772614 87.978 176.2810
94.452133 87.959 176.2096
95.136566 87.941 176.1426
95.825966 87.924 176.0785
96.520363 87.908 176.0106
97.219788 87.891 175.9332
97.924286 87.873 175.8549
98.633881 87.854 175.7869
99.348625 87.835 175.7264
100.068542 87.817 175.6675
100.793686 87.800 175.6115
101.524078 87.783 175.5557
102.259766 87.765 175.4997
103.000778 87.746 175.4535
103.747162 87.730 175.4103
104.498962 87.714 175.3520
105.256203 87.695 175.2888
106.018929 87.675 175.2403
106.787186 87.656 175.1980
107.561012 87.638 175.1512
108.340446 87.620 175.1018
109.125526 87.601 175.0536
109.916290 87.583 175.0076
110.712791 87.564 174.9612
111.515060 87.545 174.9210
112.323143 87.527 174.8831
113.137085 87.508 174.8392
113.956924 87.487 174.8190
114.782700 87.471 174.8107
115.614464 87.457 174.7662
116.452255 87.439 174.7122
117.296112 87.419 174.6629
118.146095 87.396 174.6306
119.002228 87.377 174.6385
119.864563 87.363 174.6128
120.733154 87.343 174.5737
121.608040 87.324 174.5760
122.489258 87.308 174.5533
123.376869 87.289 174.5314
124.270905 87.270 174.5114
125.171425 87.248 174.4904
126.078468 87.229 174.5092
126.992081 87.214 174.4869
127.912323 87.195 174.4743
128.839233 87.182 174.4595
129.772842 87.160 174.3894
130.713242 87.132 174.4407
131.660431 87.124 174.4799
132.614502 87.106 174.4220
133.575485 87.081 174.4473
134.543427 87.064 174.4540
135.518387 87.043 174.4536
136.500412 87.026 174.4657
137.489548 87.007 174.4662
138.485855 86.996 174.4917
139.489380 86.984 174.4285
140.500168 86.959 174.4308
141.518295 86.944 174.4759
142.543793 86.925 174.5044
143.576721 86.914 174.5710
144.617142 86.899 174.5140
145.665100 86.870 174.5524
146.720642 86.856 174.5706
147.783844 86.829 174.5742
148.854752 86.816 174.6301
149.933411 86.799 174.5945
151.019897 86.780 174.6316
152.114243 86.766 174.6387
153.216522 86.750 174.6555
154.326797 86.736 174.6814
155.445114 86.721 174.7023
156.571533 86.705 174.7490
157.706116 86.687 174.7627
158.848923 86.665 174.8843
160.000000 86.669 174.8877
161.159424 86.636 174.7947
162.327255 86.607 174.9156
163.503540 86.597 174.9772
164.688354 86.582 174.9563
165.881760 86.558 174.9993
167.083801 86.543 175.0240
168.294571 86.515 175.1131
169.514099 86.517 175.1986
170.742462 86.498 175.1212
171.979736 86.476 175.1743
173.225967 86.454 175.2174
174.481232 86.439 175.3107
175.745605 86.421 175.3767
177.019119 86.405 175.4331
178.301880 86.377 175.4655
179.593933 86.360 175.5140
180.895340 86.334 175.5254
182.206177 86.325 175.5837
