* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:25:09 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 White L
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10.000000 85.447 -100.3076
10.072464 85.497 -100.7303
10.145453 85.546 -101.1523
10.218971 85.595 -101.5744
10.293022 85.644 -101.9972
10.367610 85.693 -102.4195
10.442738 85.742 -102.8416
10.518411 85.791 -103.2639
10.594631 85.839 -103.6872
10.671404 85.888 -104.1118
10.748734 85.936 -104.5372
10.826623 85.984 -104.9632
10.905077 86.031 -105.3897
10.984100 86.078 -105.8164
11.063695 86.125 -106.2437
11.143867 86.171 -106.6716
11.224621 86.216 -107.0994
11.305959 86.260 -107.5261
11.387886 86.304 -107.9511
11.470407 86.347 -108.3752
11.553527 86.390 -108.7979
11.637249 86.432 -109.2185
11.721577 86.473 -109.6359
11.806517 86.514 -110.0502
11.892071 86.554 -110.4615
11.978246 86.593 -110.8697
12.065045 86.633 -111.2749
12.152473 86.672 -111.6765
12.240536 86.710 -112.0743
12.329235 86.748 -112.4689
12.418578 86.786 -112.8614
12.508568 86.824 -113.2520
12.599211 86.862 -113.6394
12.690510 86.900 -114.0249
12.782471 86.938 -114.4097
12.875097 86.975 -114.7947
12.968395 87.013 -115.1785
13.062370 87.050 -115.5619
13.157025 87.087 -115.9462
13.252366 87.124 -116.3317
13.348398 87.161 -116.7178
13.445127 87.198 -117.1049
13.542556 87.234 -117.4934
13.640691 87.270 -117.8835
13.739536 87.305 -118.2749
13.839099 87.341 -118.6676
13.939383 87.375 -119.0618
14.040393 87.409 -119.4576
14.142136 87.443 -119.8547
14.244616 87.476 -120.2530
14.347837 87.508 -120.6526
14.451808 87.539 -121.0536
14.556532 87.570 -121.4554
14.662014 87.601 -121.8576
14.768262 87.630 -122.2605
14.875278 87.658 -122.6639
14.983070 87.686 -123.0660
15.091644 87.713 -123.4664
15.201005 87.739 -123.8659
15.311157 87.764 -124.2626
15.422109 87.788 -124.6544
15.533863 87.812 -125.0423
15.646428 87.834 -125.4254
15.759809 87.857 -125.8026
15.874010 87.880 -126.1727
15.989040 87.902 -126.5369
16.104904 87.924 -126.8962
16.221605 87.948 -127.2498
16.339155 87.971 -127.5979
16.457554 87.995 -127.9446
16.576813 88.021 -128.2913
16.696936 88.047 -128.6363
16.817928 88.074 -128.9846
16.939798 88.101 -129.3391
17.062551 88.130 -129.6977
17.186193 88.158 -130.0624
17.310732 88.186 -130.4353
17.436172 88.213 -130.8155
17.562521 88.240 -131.2000
17.689787 88.265 -131.5888
17.817974 88.289 -131.9819
17.947090 88.312 -132.3728
18.077143 88.333 -132.7606
18.208138 88.353 -133.1451
18.340080 88.372 -133.5209
18.472980 88.390 -133.8871
18.606844 88.408 -134.2448
18.741676 88.426 -134.5932
18.877487 88.445 -134.9311
19.014280 88.464 -135.2633
19.152065 88.484 -135.5924
19.290850 88.505 -135.9171
19.430639 88.527 -136.2451
19.571442 88.550 -136.5769
19.713264 88.574 -136.9128
19.856115 88.597 -137.2563
20.000000 88.620 -137.6072
20.144928 88.642 -137.9624
20.290907 88.663 -138.3224
20.437943 88.683 -138.6851
20.586044 88.701 -139.0447
20.735220 88.717 -139.4025
20.885475 88.733 -139.7548
21.036821 88.748 -140.0994
21.189262 88.762 -140.4379
