* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:33:49 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 Blue R
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8.531276 86.643 -99.5171
8.593097 86.688 -100.0087
8.655366 86.734 -100.4993
8.718086 86.779 -100.9895
8.781260 86.823 -101.4799
8.844893 86.868 -101.9706
8.908987 86.913 -102.4606
8.973545 86.957 -102.9500
9.038571 87.001 -103.4391
9.104069 87.045 -103.9281
9.170040 87.089 -104.4171
9.236490 87.132 -104.9066
9.303422 87.174 -105.3961
9.370838 87.216 -105.8850
9.438744 87.258 -106.3725
9.507140 87.299 -106.8579
9.576033 87.339 -107.3413
9.645425 87.379 -107.8237
9.715320 87.418 -108.3040
9.785721 87.456 -108.7812
9.856632 87.494 -109.2541
9.928058 87.531 -109.7220
10.000000 87.568 -110.1855
10.072464 87.604 -110.6447
10.145453 87.639 -111.0992
10.218971 87.675 -111.5486
10.293022 87.710 -111.9925
10.367610 87.745 -112.4298
10.442738 87.780 -112.8615
10.518411 87.814 -113.2888
10.594631 87.849 -113.7129
10.671404 87.885 -114.1340
10.748734 87.920 -114.5497
10.826623 87.955 -114.9617
10.905077 87.991 -115.3721
10.984100 88.026 -115.7831
11.063695 88.062 -116.1943
11.143867 88.098 -116.6041
11.224621 88.134 -117.0137
11.305959 88.170 -117.4244
11.387886 88.205 -117.8374
11.470407 88.240 -118.2525
11.553527 88.275 -118.6687
11.637249 88.308 -119.0852
11.721577 88.341 -119.5010
11.806517 88.373 -119.9172
11.892071 88.404 -120.3340
11.978246 88.434 -120.7490
12.065045 88.463 -121.1598
12.152473 88.491 -121.5654
12.240536 88.518 -121.9677
12.329235 88.544 -122.3652
12.418578 88.570 -122.7568
12.508568 88.595 -123.1410
12.599211 88.620 -123.5176
12.690510 88.644 -123.8882
12.782471 88.669 -124.2545
12.875097 88.694 -124.6171
12.968395 88.720 -124.9729
13.062370 88.745 -125.3256
13.157025 88.771 -125.6794
13.252366 88.798 -126.0361
13.348398 88.825 -126.3926
13.445127 88.852 -126.7515
13.542556 88.879 -127.1163
13.640691 88.906 -127.4886
13.739536 88.933 -127.8667
13.839099 88.958 -128.2495
13.939383 88.983 -128.6360
14.040393 89.006 -129.0291
14.142136 89.028 -129.4263
14.244616 89.048 -129.8220
14.347837 89.066 -130.2132
14.451808 89.082 -130.6038
14.556532 89.097 -130.9893
14.662014 89.112 -131.3640
14.768262 89.124 -131.7273
14.875278 89.136 -132.0808
14.983070 89.149 -132.4246
15.091644 89.162 -132.7568
15.201005 89.175 -133.0760
15.311157 89.189 -133.3891
15.422109 89.205 -133.7020
15.533863 89.223 -134.0093
15.646428 89.243 -134.3168
15.759809 89.263 -134.6342
15.874010 89.285 -134.9615
15.989040 89.309 -135.2973
16.104904 89.332 -135.6463
16.221605 89.354 -136.0121
16.339155 89.377 -136.3923
16.457554 89.397 -136.7811
16.576813 89.415 -137.1783
16.696936 89.431 -137.5856
16.817928 89.444 -137.9908
16.939798 89.455 -138.3880
17.062551 89.463 -138.7816
17.186193 89.469 -139.1618
17.310732 89.474 -139.5217
17.436172 89.478 -139.8647
17.562521 89.482 -140.1911
17.689787 89.487 -140.4975
17.817974 89.494 -140.7857
17.947090 89.503 -141.0673
18.077143 89.515 -141.3414
18.208138 89.529 -141.6102
18.340080 89.546 -141.8889
18.472980 89.565 -142.1762
18.606844 89.586 -142.4744
18.741676 89.607 -142.7912
18.877487 89.629 -143.1263
19.014280 89.649 -143.4755
19.152065 89.668 -143.8383
19.290850 89.685 -144.2151
19.430639 89.699 -144.5929
19.571442 89.710 -144.9731
19.713264 89.718 -145.3508
19.856115 89.724 -145.7151
20.000000 89.727 -146.0689
20.144928 89.730 -146.4072
20.290907 89.731 -146.7264
20.437943 89.732 -147.0289
20.586044 89.733 -147.3156
20.735220 89.735 -147.5850
20.885475 89.738 -147.8437
21.036821 89.743 -148.0917
21.189262 89.750 -148.3321
21.342808 89.758 -148.5712
21.497467 89.769 -148.8075
21.653246 89.781 -149.0494
21.810154 89.795 -149.2963
21.968201 89.810 -149.5535
22.127390 89.826 -149.8247
22.287735 89.843 -150.1098
22.449242 89.859 -150.4130
22.611917 89.874 -150.7333
22.775772 89.887 -151.0671
22.940815 89.897 -151.4163
23.107054 89.904 -151.7679
23.274498 89.906 -152.1225
23.443153 89.905 -152.4670
23.613033 89.900 -152.7944
23.784142 89.892 -153.1007
23.956491 89.884 -153.3753
24.130091 89.875 -153.6220
24.304947 89.868 -153.8396
24.481071 89.863 -154.0325
24.658470 89.863 -154.2149
24.837156 89.867 -154.3882
25.017136 89.876 -154.5740
25.198421 89.888 -154.7713
25.381020 89.901 -154.9943
25.564941 89.916 -155.2416
25.750195 89.930 -155.5110
25.936790 89.942 -155.8010
26.124741 89.951 -156.0977
26.314051 89.957 -156.3999
26.504732 89.961 -156.6935
26.696796 89.964 -156.9796
26.890253 89.966 -157.2532
27.085112 89.969 -157.5190
27.281382 89.974 -157.7820
27.479073 89.979 -158.0485
27.678198 89.986 -158.3261
27.878765 89.992 -158.6171
28.080786 89.997 -158.9252
28.284271 89.999 -159.2431
28.489231 89.998 -159.5697
28.695675 89.993 -159.8898
28.903616 89.984 -160.2001
29.113064 89.973 -160.4870
29.324028 89.959 -160.7487
29.536524 89.945 -160.9797
29.750557 89.932 -161.1841
29.966141 89.921 -161.3627
30.183289 89.913 -161.5251
30.402010 89.908 -161.6758
30.622314 89.907 -161.8228
30.844217 89.909 -161.9732
31.067726 89.914 -162.1305
31.292856 89.920 -162.3013
31.519617 89.929 -162.4871
31.748020 89.937 -162.6908
31.978081 89.945 -162.9115
32.209808 89.952 -163.1480
32.443211 89.956 -163.3956
32.678310 89.958 -163.6468
32.915108 89.956 -163.8965
33.153625 89.951 -164.1341
33.393871 89.945 -164.3559
33.635857 89.938 -164.5581
33.879597 89.931 -164.7419
34.125103 89.926 -164.9125
34.372387 89.922 -165.0747
34.621464 89.920 -165.2388
34.872345 89.920 -165.4090
35.125042 89.920 -165.5890
35.379574 89.920 -165.7791
35.635948 89.918 -165.9756
35.894180 89.915 -166.1755
36.154285 89.911 -166.3739
36.416275 89.907 -166.5691
36.680161 89.902 -166.7617
36.945961 89.898 -166.9535
37.213688 89.894 -167.1490
37.483353 89.891 -167.3515
37.754974 89.888 -167.5626
38.028561 89.885 -167.7831
38.304131 89.881 -168.0107
38.581699 89.877 -168.2430
38.861279 89.872 -168.4779
39.142883 89.867 -168.7141
39.426529 89.863 -168.9524
39.712231 89.859 -169.1944
40.000000 89.855 -169.4414
40.289856 89.852 -169.6937
40.581814 89.848 -169.9496
40.875885 89.843 -170.2044
41.172089 89.837 -170.4536
41.470440 89.831 -170.6930
41.770950 89.826 -170.9203
42.073643 89.820 -171.1351
42.378525 89.816 -171.3392
42.685616 89.813 -171.5346
42.994934 89.811 -171.7221
43.306492 89.809 -171.9019
43.620308 89.807 -172.0735
43.936401 89.805 -172.2370
44.254780 89.803 -172.3928
44.575470 89.801 -172.5417
44.898483 89.799 -172.6839
45.223835 89.796 -172.8193
45.551544 89.792 -172.9484
45.881630 89.789 -173.0739
46.214108 89.784 -173.1998
46.548996 89.780 -173.3302
46.886307 89.773 -173.4654
47.226067 89.765 -173.6011
47.568283 89.755 -173.7308
47.912983 89.746 -173.8535
48.260181 89.738 -173.9783
48.609894 89.733 -174.1221
48.962143 89.728 -174.2988
49.316940 89.720 -174.5076
49.674313 89.706 -174.7286
50.034271 89.689 -174.9328
50.396843 89.670 -175.1021
50.762039 89.657 -175.2454
51.129883 89.650 -175.3955
51.500389 89.648 -175.5867
51.873581 89.643 -175.8260
52.249481 89.631 -176.0828
